date,apix_daily,DELHI-MUMBAI,DELHI-BANGALORE,MUMBAI-BANGALORE,DELHI-KOLKATA,BANGALORE-HYDERABAD,CHENNAI-DELHI,MUMBAI-GOA,DELHI-AHMEDABAD,DELHI-HYDERABAD,DELHI-PATNA
2025-01-12,119.91125965888938,118.65391561509206,115.91767265481276,127.54656775156248,117.12592748570778,122.40436457094226,119.07683926566388,121.12823573109776,122.21203600057703,121.56693505258758,118.99978376045773
2025-01-13,107.51181433858083,106.56244326664148,104.10583238757457,112.1335987235661,111.0591384175884,110.84959146741842,107.34534773762392,104.08669739667224,107.08751193498169,106.654934568649,105.51392620954789
2025-01-14,107.54184565370893,107.88493196072426,104.72956060407658,108.17796226001073,109.22957857288053,104.43621447666904,109.47185773290583,104.20982340415995,111.19829630581971,108.06320100427463,107.3688933862394
2025-01-15,106.55037794823707,101.84229520963606,105.02027713728059,110.2391292741947,110.41012215102775,105.41634355473472,106.80428642178097,104.70248998728215,113.9614855048581,104.51004355708227,104.96103801594735
2025-01-16,107.71024172863999,101.8507885196153,107.18019759355495,112.99228142349158,111.43704807869852,109.08012240765383,106.02751223425659,105.95948118728045,110.59427083219916,106.03202479826099,109.33791910432039
2025-01-17,120.72930079699583,116.70574136366594,116.95924290344777,125.52117339369757,123.47511953270596,122.08248929236181,122.39538073525037,114.48174727616015,124.78529901248855,120.2143135771741,122.66645279228142
2025-01-18,108.40585747704145,105.13444318844692,103.90197634551198,111.4212227997713,112.09136509981914,104.3808215227192,110.04358228537238,108.30178324535078,113.39051196413352,111.5619374618875,108.67894721717556
2025-01-19,120.79732481649371,118.44088074241212,119.18328222330888,125.12867983095384,123.54731478020585,120.49153290831323,120.43467066441197,116.37712392468875,122.16926729253927,122.01101145206724,117.75544212004539
2025-01-20,107.27964345404105,104.66430869256529,107.09489155516385,112.74898611548818,110.42758372343593,106.3492303897337,102.86250034532272,105.8062526475659,110.94579661143122,104.03908827756284,109.64623212192554
2025-01-21,108.76935953410228,106.53781499648096,106.65974961538774,114.31036508896594,108.85464932675617,110.235190405307,107.92903553478187,104.46347004371134,110.12225679574397,109.06338277562693,110.16288110459863
2025-01-22,107.10799098038189,104.50257917865386,105.15150522137667,107.42700395184394,108.32049652416714,107.21161805380383,107.58745537208176,106.81785894110548,111.19017295616052,108.51639170701118,107.1186397407776
2025-01-23,108.12316870605058,105.25702571168095,104.37669978300661,111.659744837558,113.0094726151095,109.92340285100043,106.61755667300952,107.81210624080637,112.00705525719239,108.04742906351797,106.21097140191249
2025-01-24,119.85909422783385,113.69193893590197,120.13032760982613,121.03122701535116,128.43819110624878,120.21241558979342,116.67784285498966,118.16781855180643,122.59151360106385,117.16105605749841,123.23702922093213
2025-01-25,107.2615656389991,104.8784608664123,103.73128678354567,108.44983483610552,111.38654386500205,107.02254874668306,110.26630091823802,105.31576548511178,114.41670866235943,104.88795067668224,104.96749948445297
2025-01-26,240.57759330857047,235.38039463941038,234.44829209201302,247.86832602656145,241.55487730252017,242.58145103745167,246.6009887706642,238.26205520837806,234.80915341076556,247.55121761189534,243.69490177727886
2025-01-27,106.96534324477487,104.44597593664795,105.17943107814779,112.71289373950601,106.53332564886334,107.981349580399,104.56426149144275,109.15900386732193,108.81223956420057,109.65884112399785,103.66371297437217
2025-01-28,106.48929144330121,102.58123461388283,101.15401603278785,111.06446579693106,107.44248858565035,106.92939803495578,108.90714173960967,107.68965958556981,112.20170319630924,108.59541743722458,106.39773026730423
2025-01-29,108.12301933576875,106.48940446066433,103.51948796665798,113.64169181239218,112.46162600839281,106.46977249587083,106.340934550979,106.68897360896929,112.60742322981558,108.22503873634113,108.37369344421633
2025-01-30,108.40362817942528,109.00807531060249,105.66797235384202,107.64440201521516,111.19453842335585,106.75990437778825,107.44468856234172,107.22861979756152,107.74954224207413,109.91859872884216,113.76139879296554
2025-01-31,120.39385947069992,116.34445014547644,119.75217495480103,119.547255047957,125.44586338842268,120.10063718908683,123.4101910125023,116.48307685004596,117.61589330590799,122.35776472859986,122.43446760159595
2025-02-01,121.41808512988459,117.48628337689351,121.3171787358698,124.49470116545959,123.57741728044515,121.41297251030622,121.27052362676527,121.67841781684638,125.74323801119607,117.6587227012614,124.24318973570571
2025-02-02,138.41824286027452,133.13873156585618,134.97493228542763,139.92130606527053,144.15328423752928,137.96518731633932,141.25046472517283,135.0499799188484,141.05339797293053,138.30687363805075,143.6630280152554
2025-02-03,123.29037074214385,120.66578372239124,120.94819863006656,125.82843976483345,125.23805850535625,122.15998505858198,126.24042451706161,119.55354117718082,126.93485294025817,122.5224276658837,124.2501019535278
2025-02-04,123.69623841560735,122.4951545897516,120.835347649041,125.2107429830991,126.116920787,123.14970486486857,126.81793305516251,120.81915646186424,124.75571740811131,122.8042539224087,126.26759833288075
2025-02-05,122.67156016591832,115.6373218177831,124.61809158272645,126.73275466971297,127.15713533156416,123.0153824483645,120.29303927082643,118.77001363798367,125.05320128462617,121.72157637017567,122.6052300857346
2025-02-06,121.3646038321586,117.38017422659003,118.20918339689565,128.0985359479571,120.40300398696428,121.7772516022368,123.97000972464501,122.41929683075874,125.06119446271384,120.49327120076182,124.08266740362828
2025-02-07,137.6925087961837,135.85046188001778,135.16745553958955,142.40815602425258,139.20329052120107,137.6614902709198,135.9900680548535,136.11399047122023,140.437657263484,137.4545522252301,139.52476243797997
2025-02-08,122.41795913790263,121.33012365871525,116.52738118492486,129.37251669602358,122.81897218053426,122.34394794970703,122.44714845463633,122.06473106678588,126.34047960377963,123.25791320588667,124.42473116583986
2025-02-09,138.4416516855436,131.0291395095566,137.73049483333298,143.58427551681072,141.2098071791194,135.36048204689163,139.56014561637983,134.08002714843332,142.84974602409685,141.73333152910632,137.34258527515857
2025-02-10,121.51080490501921,115.94872762518571,120.66975806682689,122.88731276795238,122.2605070785758,119.71931160309529,126.19893529635881,122.69447497502307,126.65017101973356,120.54812480300856,124.31484807116314
2025-02-11,122.46981448857724,117.33626437114988,119.75203353395445,127.50030889917703,124.42693848660207,124.32148084143212,124.22424812140315,117.25351067410897,125.0482206537808,123.89348825296938,122.12526943261437
2025-02-12,122.30449314249933,118.16395206265842,121.26525141475732,125.26361560660666,120.83577948242743,125.32128349218023,125.18528944743814,122.2384965957014,124.25021269802707,123.2173501381189,120.62615611850858
2025-02-13,122.80336681834227,120.00992769601734,120.2126420210304,128.52670395389475,122.52374602766898,122.40578011089487,125.83456347345884,119.28448523783226,125.91301353032428,122.36651616438994,123.02047816790603
2025-02-14,138.09930710794634,133.94677931000535,136.22816943603175,140.53818821675446,142.1993592199616,136.00670083352702,139.39468617256944,132.93646997596437,141.16459471717124,140.37620484367451,136.6120048586061
2025-02-15,122.32527915697985,118.25426220529432,118.09341126003885,127.87799058789119,124.47051181628659,120.67364470134761,122.8684451738252,118.27043973433976,127.79264304877557,123.86362072082545,124.78871955963565
2025-02-16,139.05745430347542,135.92966851184124,139.3150155629998,144.57406798973142,139.27539701797673,140.87385145326414,138.91174988743873,133.91238336069338,141.64352775285747,136.2527776145008,138.221594468413
2025-02-17,121.58059642712387,121.66409411898097,118.41262218381404,122.68912835205676,124.66573424082708,123.55336447302068,122.89310859635354,119.35892983378842,125.95617854408805,117.85966769801774,120.30939001300277
2025-02-18,123.08890508704454,119.86424965456885,120.14622944496746,127.46499988403863,125.6028046306841,122.84017720363686,125.12585796918347,120.48746044673594,124.21680015119594,124.67967827001937,122.25393001661045
2025-02-19,122.97892612008415,117.83179639957595,121.74067050466172,127.1167932976187,126.02561988468487,123.90308616268716,124.5504622903476,122.51816700367522,124.4456511189547,121.74429262875404,124.75531339999232
2025-02-20,123.06803094450855,119.11247406783143,120.15095170623255,127.43156850487478,122.43975557262907,126.46390114204063,125.66505944214009,119.69459026367261,126.35361452544232,122.59807456174582,124.84870709323287
2025-02-21,136.77029909014095,131.5649158599899,133.03300355511942,138.5277252484933,140.27611807988802,137.99046668173335,141.79385626851263,138.6967808446369,137.70883211577794,139.32275513336455,135.9363152635555
2025-02-22,122.44140846638257,116.02331193450382,118.81563202475563,126.09513539137977,127.30830531701089,125.842921632361,123.60409493164818,123.77135271951923,127.5357632060199,121.73227777307144,121.7290853191943
2025-02-23,137.25642643018512,135.50108867288645,135.54318088810578,139.1017637191932,139.72170615413347,135.65582802351153,134.36814215141737,136.62500448812065,141.74893580452132,136.32224559633698,141.59160076524566
2025-02-24,124.1283950994905,124.15928688340186,122.0296256768469,126.31051732137506,124.24312298101115,126.12870212244034,124.40948511096347,125.26642603777799,127.85235144273173,121.64315516128644,122.37033009449452
2025-02-25,121.97176724645539,122.07920178403084,118.25440038519106,126.53409598143016,125.9314005282705,119.39883682490527,122.99261250292476,118.45046044043745,123.27194086564889,121.4807519845398,121.24601363671421
2025-02-26,246.2612879191462,243.06934806164864,234.89906257971668,257.2924901565075,250.90606230800358,243.11525593096724,253.4592387603375,238.56980958549818,262.46447103522627,244.03687974118984,239.56551321589313
2025-02-27,122.22118642233058,120.15839791123682,119.62549815513498,126.1262381081997,125.08629232178448,119.63163196030608,120.96109239192633,113.76593456473844,126.32038786768926,122.21785966490714,126.54534286480792
2025-02-28,137.45885769741852,131.56289595993843,134.05383085535303,141.94483510011636,144.6117368880196,137.0553891919018,141.34487244978217,136.84268312899928,139.44615819298514,138.95962303508435,131.58523286745512
2025-03-01,101.29886163626614,100.62923288556601,100.26902027967863,102.18779337839676,101.34109958390546,100.15978030067065,102.35955357598966,100.01011845783694,103.66152584435147,101.69811793241203,100.79381133533407
2025-03-02,111.88614297440435,109.31104890523672,108.54750161872445,114.19695794782716,112.27684483812547,112.29798759955571,113.3193197614314,107.97946656355317,115.12206372595233,114.02787666868446,113.80546070523262
2025-03-03,100.56538597742112,97.10637974362439,96.17837572410664,101.91357574617626,105.51942657729549,101.80825680367585,103.87287316157646,97.74304367457934,103.17863855262466,99.56304737329245,104.11490417479513
2025-03-04,100.44438871569233,99.91888526188264,96.920681081202,101.57146866325641,104.65886297427569,99.78853934259608,101.11516395920003,99.03217824627701,103.98825181171925,99.58323743670513,99.80283327027524
2025-03-05,99.65734160888181,95.15840880530203,97.43282390634197,101.66819071287192,100.9695431956132,99.11004520002264,100.30946552558724,98.7552276980138,106.56603404785716,101.13642008642833,98.8869153046079
2025-03-06,101.58501183831261,99.18189598810835,98.93965761812089,106.90571602024276,102.60622401453097,102.29228221897763,101.4337729050641,96.9367721987846,104.37442213112158,102.44044371035692,100.40318369849852
2025-03-07,113.72286087377057,112.71332377309359,111.17367721479752,116.8209960698166,116.79223699685879,112.35532474731981,116.50198084893168,107.92186974239385,115.96408013274107,112.22663171422948,113.1192847944439
2025-03-08,101.54277204981493,98.01601005105324,101.30181415081847,103.5977470067662,105.29292520503542,99.89590761842395,101.02724363066623,101.6004860392006,102.96897245504911,100.61841414767682,104.1794945574706
2025-03-09,111.88788563484891,109.25815398273028,107.72228541996323,109.93847336194673,117.34592463184578,112.87101216006883,111.2430780791213,116.33964124359657,115.66201320449424,112.406763664753,115.67851796726069
2025-03-10,101.08785551759613,99.55867346460455,98.30496159198302,103.25424903647286,102.26141376268568,99.33025123088575,104.79960642421187,102.90491401441137,102.80439931068386,102.46128292395375,99.08132193312709
2025-03-11,100.34140619660218,94.01718835783755,99.57579205985428,107.79558792119771,101.15723357756715,99.14432907181336,101.30359533475536,95.8482061535772,102.74574441528874,100.85350501585049,103.10910293360766
2025-03-12,100.78203491387431,98.39456897509415,97.46810899980645,104.20986622692683,102.25208249274692,98.99189515422151,99.45000155814297,102.50815578355254,104.52984362880825,103.24469126503348,102.4234693302632
2025-03-13,221.80836534548072,213.99237418092457,215.23967473180593,226.89721680102718,231.2185050761121,221.84776287748323,217.50654689221946,225.73369874176154,223.9051807066325,228.42874716083006,225.2949381872242
2025-03-14,247.1789083895508,244.52009286997367,237.96782655564647,257.733870869559,256.9746435180089,245.63178779574864,243.2768481145585,246.54468589316625,256.4127671408712,243.64521138395364,249.2101078564653
2025-03-15,224.16403465411406,217.49573147817824,217.30658116382844,229.57359962218928,227.12065780289765,224.07821933062658,224.94154366735995,219.37440734367118,233.07609165149628,230.05283162839734,223.33264692794248
2025-03-16,248.01981471988952,243.26370038396246,245.5000617521483,247.96693009931002,263.91437525171517,245.03166299005372,246.70911436711725,242.55570225101144,250.0831814789543,247.21309661259122,245.1025554078505
2025-03-17,100.25719120568827,98.15437017111053,98.61696885904576,104.1619093491892,103.38755602764186,98.36095041357191,97.4365640029249,97.57163856223653,103.80278072010508,101.07359093582208,99.53694471323766
2025-03-18,99.67913186372641,94.39424380244756,98.35562815073163,101.54037063749094,99.83190430136234,100.14395021231536,103.04999396396914,97.65630602719084,103.45243334562191,100.73535843866698,101.24042243676473
2025-03-19,100.1708642915567,98.09105889783768,96.89390625635713,102.20269302505079,104.97563929053904,96.99742362627981,101.82525419345562,97.47320826997075,102.76190643521294,99.37376024810108,104.57618448861555
2025-03-20,100.61561497363418,99.51804495671723,97.89520939983636,101.55174742450815,104.08886459938428,100.4745584681383,101.3908837192325,102.46148375198538,102.80372884646133,99.35749320691829,101.62196006388898
2025-03-21,112.92944037116715,111.64327764750253,110.50105833651857,117.36662719083982,117.20241871609369,112.10275227006143,114.98656843179639,115.81666956788666,114.94389113833768,107.9976984873544,113.11521025608165
2025-03-22,100.06992365178209,96.88149948396607,96.23901774069284,101.8323071415466,102.24716856715132,99.70604430142198,102.15499332025995,94.99898635531582,103.96894804861725,101.32917373864397,104.06220624715041
2025-03-23,112.97888245114069,109.26505673861722,112.68953399066385,115.57870516383218,115.11679672119767,110.68701122222879,110.80285558497063,112.0392097328573,117.30192241666076,114.46341845480606,112.5653050012137
2025-03-24,100.93582841452809,98.14133477365287,99.43109506729914,105.27206503424941,99.73505139909105,101.2534250355583,101.83963461946082,100.92247327428495,104.18648986230609,101.99464391565452,99.19119459709073
2025-03-25,100.27322381797008,99.37040400232462,97.81367262823133,101.98261162031022,103.46165699613285,97.9834066519575,103.16019399138214,97.65841661816081,104.70773686144885,98.40909332084665,98.46664181724928
2025-03-26,99.7371419000384,96.16562888555048,94.39511690198346,102.16470101638446,103.31853550604951,99.12977095119662,103.84638709800123,97.76677256673126,104.52317963350367,100.1841200422333,102.31324237137804
2025-03-27,100.3834288294524,98.7732567406208,98.84197340362607,104.63584366806217,101.80629025470846,96.531024613349,100.24133500200477,100.7703431990506,105.20902875691353,100.52772960050912,97.9526191228639
2025-03-28,112.05752485835613,107.08880535794843,108.26092501050428,114.97064457826502,116.12861341410098,112.04172392521448,115.86198637253382,112.10223077506454,112.00943255764065,116.08930957676678,110.72755237713861
2025-03-29,100.55686576049415,95.47506643634505,99.88129429885643,103.98609909848865,103.93989300359308,98.80155934410006,101.05740448793127,98.7681411476912,102.02271559962975,102.490851192439,100.35139127451527
2025-03-30,112.38973617375427,110.86516188560951,111.74576929573578,112.29390106611967,111.9375081519653,114.0951081200583,111.68294947843845,106.85902193553818,117.57238692234415,111.26546405095148,113.91046236800666
2025-03-31,202.0505466382178,199.23679811662043,191.81113547477227,214.76639542529702,207.05240230575993,208.2675073236147,203.3676364997178,196.70891451777007,205.5311031492137,200.55814837914883,200.18899380338013
2025-04-01,103.11047996729565,97.7828041808525,102.45303491371547,104.75697951930303,104.35960762835627,106.77351769708758,103.80818789205046,103.06870437915404,106.0098792175164,102.40400388496064,104.48493828711526
2025-04-02,103.55440237952898,102.41361042425052,100.20833685263501,106.92639681883509,106.04599662005167,102.04811587739312,104.42562251123667,101.71933530805505,107.46297585848545,101.71146503089132,106.37271796391067
2025-04-03,103.0206504774669,102.80316377208143,100.66908925273678,105.43788750797205,103.73697048955277,104.42874614899422,105.03776968903531,100.58458746993414,98.850170732305,105.73497385979152,102.49982148169521
2025-04-04,116.14453004654465,114.47372534315843,113.21416252465305,119.91229119612156,118.33720677673205,114.86669665538889,118.18538930962913,113.07576051451382,116.01267184897988,117.23431098154268,117.59104396509204
2025-04-05,104.06743431757359,100.24408131807242,102.24677842501505,107.06145204712857,109.31764001039184,104.19340649224475,102.20655568630687,100.61889285358305,105.72091778939452,105.9794627653877,102.30176722547982
2025-04-06,114.80138753115043,112.57634356986314,113.04736018173847,118.54925744628382,118.91329345613444,113.11428917210564,114.02704725669845,114.52072263262404,116.47353350138569,115.28559329658003,112.5691112743548
2025-04-07,102.88113976150305,99.22945066712444,100.2703792807284,105.43084369584066,106.09707269608322,102.19537825374837,104.7344265899391,100.95915504638911,105.75829858197407,104.2620250008989,102.02617082879368
2025-04-08,103.45350373058922,102.01144092932331,104.20070892468298,103.44685159505627,104.03127807356726,105.388863791581,102.5216727282518,103.98950904456132,107.1627507160381,100.331035434885,102.62937896703879
2025-04-09,103.63465832865279,99.03182333720855,99.82873926077127,106.73799833086248,108.6416909555485,106.87292519934408,102.14137744199326,102.63631197558122,107.25951753316983,104.6608401645924,103.109917594923
2025-04-10,207.3625175279407,207.36805992254432,201.58491012946178,209.60610579334278,213.0957673478189,201.07982349417622,204.76692164974682,204.35041579086726,219.10421743123234,204.1176851606159,213.91611858879835
2025-04-11,115.72407961949624,110.79549953510443,112.39757130847288,121.16926696150459,118.17530529850347,115.20861648348613,115.03769954184398,115.88717502081624,124.40883847743754,114.57943101935619,116.25481296727273
2025-04-12,103.24244116665761,100.71735691153032,100.10630990609725,106.14363854614156,107.08983248167048,101.42050647997965,106.40903006670045,101.12742009955015,107.94971322008716,101.43538800735135,102.88593855419263
2025-04-13,115.91383173153804,114.9353013022804,111.38024923672162,119.4319271711418,119.03794408502333,114.24972841431467,115.73714015634094,114.55220115377965,118.80144100481738,117.25450460100616,117.25828009400577
2025-04-14,205.62675827257567,202.27033683187955,204.32218037831564,210.72454077738087,208.61989155886073,203.39803382295557,205.19712606612583,205.35002479946698,209.9008913621565,202.6334944553225,208.4532350091645
2025-04-15,104.1671008737236,102.70921429242608,101.27117107754928,106.01388810242135,104.44811976190134,106.04422286302365,104.29334695794485,102.89286350815772,108.52153310609185,104.63813630599508,103.15778316272643
2025-04-16,102.91164074546522,97.35252630871523,99.25419684973959,108.3258931284241,104.86269437193492,105.5592369768794,101.68559847596599,104.51344519757798,106.83950779184701,104.14464706964422,105.3467688904063
2025-04-17,102.35085677279599,101.30037255964804,99.53875191915607,106.05779278129776,104.25685441563377,103.63044050527391,102.5794196437507,101.76375880506151,104.97558732058968,100.78096492105026,101.51602740643942
2025-04-18,229.30367392702036,228.97043282779592,219.11800137243011,236.35408700087334,237.72978809051392,225.45286153934177,234.44458594703974,228.82082378075796,230.59710492829012,228.59426050088382,233.10880114550307
2025-04-19,102.44769144810301,99.316449182249,101.26092530462354,104.93513209052048,102.69114654644453,102.79759939687851,103.07714463076005,101.1805426382407,106.82621708082013,101.91272903763351,103.13402904148889
2025-04-20,116.1296401032536,113.93818592161202,112.27904209733258,118.0634765608283,118.66528035391991,116.37817169513247,118.26991454258865,114.07688896061397,119.09633633820167,118.37493642401692,113.84707310062873
2025-04-21,103.16102174875446,100.38684378328448,98.28849128905243,108.87225117246055,102.95615390631893,101.46338540232166,104.11164228188652,103.40022209405372,106.70768998234529,106.75142608813995,105.23556810348889
2025-04-22,102.95413087285016,100.65146979319594,101.18300067342366,105.55539947958366,107.11553028246652,101.39354130630032,100.75942572860794,106.86955491594442,104.80019815156462,103.40628068861706,103.06931876314613
2025-04-23,103.45615096537614,101.50440991207437,100.4667536271622,108.91058914975403,103.2136693561234,102.42928700299902,104.53274950286203,101.69481266796008,107.51273743639629,102.8899316388629,105.1840148932414
2025-04-24,103.22242208279775,100.79803347067866,101.54445401102237,103.8428667968729,105.19432522391695,105.83826463172132,105.08633386409576,99.58895827566073,104.25343862970075,102.80625640591346,103.8720361573576
2025-04-25,114.80178036175784,111.878748129632,113.1224439561177,119.76097831964074,116.78919168998118,115.07016876986584,113.01952706283578,114.24238803412712,119.99783194822096,112.25605685096058,115.69228256253845
2025-04-26,102.70995507612005,99.56884495742996,100.487876386483,104.84849798834084,104.62801617050054,104.74473117161295,103.50629222467452,102.20087304076486,106.71708248398726,100.09056647393508,106.00668908051425
2025-04-27,115.1110551687848,115.22921275607051,112.73534428170304,118.44938206499214,116.93038955304513,115.3836119005915,116.12126615309063,113.67445574561124,116.23364274256345,112.33000967889991,116.18083274415325
2025-04-28,101.41871271738967,99.17106208276178,96.43856760043043,106.06302251411726,103.15201507345604,103.44081038628521,101.6392843593373,99.02025056429372,103.9053842193018,101.7774742131777,105.26915642511008
2025-04-29,102.61824165423491,98.61244317678032,98.55291912095868,107.91788270005905,103.54418040706827,103.48223399362263,105.20824299656917,99.87934608645774,109.06845793453185,102.08921622997671,102.40806845352033
2025-04-30,104.37197322680767,101.42073417317408,103.22503117754474,107.34932783686973,107.29829572697656,103.10348372670465,105.86861156170421,105.54954247192987,105.07230296436458,104.47079251947777,103.42067499550107
2025-05-01,103.48563627365505,98.0011295117903,100.18474165812842,108.17535011596227,107.54552830942465,105.24994345806194,101.43953803698517,98.67310964508319,106.81968119584064,106.82395240184586,102.98611691055584
2025-05-02,117.11459633705908,115.76954600055134,118.20893700988402,121.86175164470741,118.6298044141622,116.82375381576452,113.56785531086578,116.92444919676836,116.99144082717312,115.7477387676171,115.65581364947438
2025-05-03,103.33336251836575,99.11966245908363,102.67199732639992,105.5872760769168,104.91157936247765,104.01964525569747,103.49731514371295,102.50718665531109,106.4129217614099,104.0568190394832,102.48488374800354
2025-05-04,115.07276211311968,112.8556367271995,111.04705113669709,118.79357677414451,118.92404054868402,113.62334545750673,117.09236064858312,114.71428548873358,120.83496059875561,113.45152341112339,113.89850118612995
2025-05-05,103.46923279232124,101.70050359381672,101.31538590090284,104.96281725385172,104.11788382521732,106.05827905229094,102.9093611807623,99.37992155242556,106.1219966618737,103.82126751371858,104.71439636295197
2025-05-06,103.27174199848967,101.99242328460302,97.94822818518844,107.78801014725005,107.88774896955199,102.21110551761157,103.6056057772674,103.1908116436356,106.24088193343903,104.21432391983275,102.00981463781551
2025-05-07,103.66342211484678,99.43677266461442,101.64857079277847,107.55131693931216,108.42990628839189,104.54376928474848,104.01178012171628,101.09638573561284,106.50975073538814,102.3708955188955,103.10202115177901
2025-05-08,102.63649301475476,99.7791692929277,98.19398457024577,109.36213424505176,103.82188519164498,104.6563058610029,105.99134878544069,102.1111523280581,107.28832313534753,99.20560418616176,103.12674313584512
2025-05-09,115.33841373816983,113.01850524523678,114.143414293572,118.30998746101112,118.04551279710257,114.55862845672783,118.25853461683364,108.60792918664694,117.97973723402623,114.16655108867351,112.61253240181645
2025-05-10,102.4705542006676,98.69474888313783,99.4111016081299,104.24244186307703,105.07321182741151,99.53741267498468,104.54942354191917,100.28265424128463,108.21059365116939,103.24838973702582,105.71836939960384
2025-05-11,115.40039044352521,112.90951289646416,114.44670966770529,120.48729449756004,116.97512333717738,116.63153293778504,115.56671699599093,116.9255438014197,117.91237690371607,111.8236383526847,114.71606096148695
2025-05-12,207.60617814110444,202.33706354139085,204.33650817907468,216.5105964573624,217.1775362311284,206.87084341451424,204.3560720949624,203.16443799221182,213.35262448370045,202.78367370025626,207.97657065854426
2025-05-13,102.83880064252129,100.7818555896158,98.49903163999173,109.12551644138254,107.04155068323931,101.06595400942801,103.50092431799555,99.37620763915427,104.63732588433471,101.88194656086579,106.16531504883633
2025-05-14,102.91153052630334,99.93346774429855,102.6200756530681,104.18900571558358,104.51610041790723,104.03673805639701,102.8234821108144,102.38529864125556,102.94382995821663,103.88032239985196,103.12789139065639
2025-05-15,102.99978098616509,98.40087741559988,100.52835507176242,108.12753846184171,109.04456061283125,102.26427602631513,104.57853850965553,102.52668102925998,109.0521979078051,98.34672536669363,102.2451973848735
2025-05-16,116.01818888723717,111.2503964143142,113.41629881705116,119.39763657710411,121.90229644023286,111.40459658396571,118.8784959557222,115.61969797438383,117.88558066224469,115.435324680666,121.48811323640385
2025-05-17,102.00825399038825,97.91378858406156,99.21760981719743,101.72459450627078,102.38163227692398,106.66454301669386,101.64860323840652,101.05826539045367,103.66444637016674,105.1828958987,105.98005858911495
2025-05-18,115.31622152560448,109.6397645992964,114.58957191568827,122.05117334185704,117.75226314332141,113.62817414023154,113.54819414905016,113.55111825648176,117.62751967419379,118.45857112971294,112.79006521826588
2025-05-19,102.814289115788,101.24519365318311,98.45762255338906,106.85081748780145,107.08320698455766,100.94107709402539,100.9292794555753,102.81630269248713,105.86282248004608,104.18613883714731,104.26644378147545
2025-05-20,104.07998501593772,98.06202644195164,103.050022402833,107.77735490732648,106.19429796004334,105.86615159407694,104.6017299324364,100.00489232294609,106.09568159171886,105.87036073249057,104.2329739593541
2025-05-21,103.99356770916555,100.8684028013242,106.15124300793833,107.71106719219185,106.35374995608382,103.95012493193674,102.8424157949835,101.1558850130627,102.34929750991078,103.47779612815151,101.40111273671383
2025-05-22,103.91502508036619,103.10594002698491,101.26859877787247,107.81556805827883,103.84948128659124,103.79710186434306,107.64051583414471,101.70892168347785,103.5453532749478,104.69169165829248,102.64033246806477
2025-05-23,114.5470004985976,112.95713922634849,108.8333869350078,119.60461946347438,119.02230972328454,115.14087284683788,116.48959248161962,114.13331335929206,118.91440121065439,111.83048131350328,115.36414087414794
2025-05-24,103.25476802944422,101.4202269763373,98.4294126386583,105.18611739783489,107.97301241694348,104.08254455490452,103.41381623226323,101.68739300194433,104.61112121020233,104.9858432987905,104.66157579068438
